0.05	0.01	100	2
0.05	0.01	100	3
0.05	0.01	100	4
0.05	0.01	100	5
0.05	0.01	100	6
0.05	0.01	100	7
0.05	0.01	100	8
0.05	0.01	100	9
0.05	0.01	100	10
0.05	0.01	100	11
0.05	0.01	100	12
0.05	0.01	100	13
0.05	0.01	100	14
0.05	0.01	100	15
0.05	0.01	100	16
0.05	0.01	100	17
0.05	0.01	100	18
0.05	0.01	100	19
0.05	0.01	100	20
0.05	0.01	100	21
0.05	0.01	100	22
0.05	0.01	100	23
0.05	0.01	100	24
0.05	0.01	100	25
0.05	0.01	100	26
0.05	0.01	100	27
0.05	0.01	100	28
0.05	0.01	100	29
0.05	0.01	100	30
0.05	0.01	100	31
0.05	0.01	100	32
0.05	0.01	100	33
0.05	0.01	100	34
0.05	0.01	100	35
0.05	0.01	100	36
0.05	0.01	100	37
0.05	0.01	100	38
0.05	0.01	100	39
0.05	0.01	100	40
0.05	0.01	100	41
0.05	0.01	100	42
0.05	0.01	100	43
0.05	0.01	100	44
0.05	0.01	100	45
0.05	0.01	100	46
0.05	0.01	100	47
0.05	0.01	100	48
0.05	0.01	100	49
0.05	0.01	100	50
0.1	0.001	10	1
0.1	0.001	10	2
0.1	0.001	10	3
0.1	0.001	10	4
0.1	0.001	10	5
0.1	0.001	10	6
0.1	0.001	10	7
0.1	0.001	10	8
0.1	0.001	10	9
0.1	0.001	10	10
0.1	0.001	10	11
0.1	0.001	10	12
0.1	0.001	10	13
0.1	0.001	10	14
0.1	0.001	10	15
0.1	0.001	10	16
0.1	0.001	10	17
0.1	0.001	10	18
0.1	0.001	10	19
0.1	0.001	10	20
0.1	0.001	10	21
0.1	0.001	10	22
0.1	0.001	10	23
0.1	0.001	10	24
0.1	0.001	10	25
0.1	0.001	10	26
0.1	0.001	10	27
0.1	0.001	10	28
0.1	0.001	10	29
0.1	0.001	10	30
0.1	0.001	10	31
0.1	0.001	10	32
0.1	0.001	10	33
0.1	0.001	10	34
0.1	0.001	10	35
0.1	0.001	10	36
0.1	0.001	10	37
0.1	0.001	10	38
0.1	0.001	10	39
0.1	0.001	10	40
0.1	0.001	10	41
0.1	0.001	10	42
0.1	0.001	10	43
0.1	0.001	10	44
0.1	0.001	10	45
0.1	0.001	10	46
0.1	0.001	10	47
0.1	0.001	10	48
0.1	0.001	10	49
0.1	0.001	10	50
0.1	0.001	20	1
0.1	0.001	20	2
0.1	0.001	20	3
0.1	0.001	20	4
0.1	0.001	20	5
0.1	0.001	20	6
0.1	0.001	20	7
0.1	0.001	20	8
0.1	0.001	20	9
0.1	0.001	20	10
0.1	0.001	20	11
0.1	0.001	20	12
0.1	0.001	20	13
0.1	0.001	20	14
0.1	0.001	20	15
0.1	0.001	20	16
0.1	0.001	20	17
0.1	0.001	20	18
0.1	0.001	20	19
0.1	0.001	20	20
0.1	0.001	20	21
0.1	0.001	20	22
0.1	0.001	20	23
0.1	0.001	20	24
0.1	0.001	20	25
0.1	0.001	20	26
0.1	0.001	20	27
0.1	0.001	20	28
0.1	0.001	20	29
0.1	0.001	20	30
0.1	0.001	20	31
0.1	0.001	20	32
0.1	0.001	20	33
0.1	0.001	20	34
0.1	0.001	20	35
0.1	0.001	20	36
0.1	0.001	20	37
0.1	0.001	20	38
0.1	0.001	20	39
0.1	0.001	20	40
0.1	0.001	20	41
0.1	0.001	20	42
0.1	0.001	20	43
0.1	0.001	20	44
0.1	0.001	20	45
0.1	0.001	20	46
0.1	0.001	20	47
0.1	0.001	20	48
0.1	0.001	20	49
0.1	0.001	20	50
0.1	0.001	30	1
0.1	0.001	30	2
0.1	0.001	30	3
0.1	0.001	30	4
0.1	0.001	30	5
0.1	0.001	30	6
0.1	0.001	30	7
0.1	0.001	30	8
0.1	0.001	30	9
0.1	0.001	30	10
0.1	0.001	30	11
0.1	0.001	30	12
0.1	0.001	30	13
0.1	0.001	30	14
0.1	0.001	30	15
0.1	0.001	30	16
0.1	0.001	30	17
0.1	0.001	30	18
0.1	0.001	30	19
0.1	0.001	30	20
0.1	0.001	30	21
0.1	0.001	30	22
0.1	0.001	30	23
0.1	0.001	30	24
0.1	0.001	30	25
0.1	0.001	30	26
0.1	0.001	30	27
0.1	0.001	30	28
0.1	0.001	30	29
0.1	0.001	30	30
0.1	0.001	30	31
0.1	0.001	30	32
0.1	0.001	30	33
0.1	0.001	30	34
0.1	0.001	30	35
0.1	0.001	30	36
0.1	0.001	30	37
0.1	0.001	30	38
0.1	0.001	30	39
0.1	0.001	30	40
0.1	0.001	30	41
0.1	0.001	30	42
0.1	0.001	30	43
0.1	0.001	30	44
0.1	0.001	30	45
0.1	0.001	30	46
0.1	0.001	30	47
0.1	0.001	30	48
0.1	0.001	30	49
0.1	0.001	30	50
0.1	0.001	40	1
0.1	0.001	40	2
0.1	0.001	40	3
0.1	0.001	40	4
0.1	0.001	40	5
0.1	0.001	40	6
0.1	0.001	40	7
0.1	0.001	40	8
0.1	0.001	40	9
0.1	0.001	40	10
0.1	0.001	40	11
0.1	0.001	40	12
0.1	0.001	40	13
0.1	0.001	40	14
0.1	0.001	40	15
0.1	0.001	40	16
0.1	0.001	40	17
0.1	0.001	40	18
0.1	0.001	40	19
0.1	0.001	40	20
0.1	0.001	40	21
0.1	0.001	40	22
0.1	0.001	40	23
0.1	0.001	40	24
0.1	0.001	40	25
0.1	0.001	40	26
0.1	0.001	40	27
0.1	0.001	40	28
0.1	0.001	40	29
0.1	0.001	40	30
0.1	0.001	40	31
0.1	0.001	40	32
0.1	0.001	40	33
0.1	0.001	40	34
0.1	0.001	40	35
0.1	0.001	40	36
0.1	0.001	40	37
0.1	0.001	40	38
0.1	0.001	40	39
0.1	0.001	40	40
0.1	0.001	40	41
0.1	0.001	40	42
0.1	0.001	40	43
0.1	0.001	40	44
0.1	0.001	40	45
0.1	0.001	40	46
0.1	0.001	40	47
0.1	0.001	40	48
0.1	0.001	40	49
0.1	0.001	40	50
0.1	0.01	10	1
0.1	0.01	10	2
0.1	0.01	10	3
0.1	0.01	10	4
0.1	0.01	10	5
0.1	0.01	10	6
0.1	0.01	10	7
0.1	0.01	10	8
0.1	0.01	10	9
0.1	0.01	10	10
0.1	0.01	10	11
0.1	0.01	10	12
0.1	0.01	10	13
0.1	0.01	10	14
0.1	0.01	10	15
0.1	0.01	10	16
0.1	0.01	10	17
0.1	0.01	10	18
0.1	0.01	10	19
0.1	0.01	10	20
0.1	0.01	10	21
0.1	0.01	10	22
0.1	0.01	10	23
0.1	0.01	10	24
0.1	0.01	10	25
0.1	0.01	10	26
0.1	0.01	10	27
0.1	0.01	10	28
0.1	0.01	10	29
0.1	0.01	10	30
0.1	0.01	10	31
0.1	0.01	10	32
0.1	0.01	10	33
0.1	0.01	10	34
0.1	0.01	10	35
0.1	0.01	10	36
0.1	0.01	10	37
0.1	0.01	10	38
0.1	0.01	10	39
0.1	0.01	10	40
0.1	0.01	10	41
0.1	0.01	10	42
0.1	0.01	10	43
0.1	0.01	10	44
0.1	0.01	10	45
0.1	0.01	10	46
0.1	0.01	10	47
0.1	0.01	10	48
0.1	0.01	10	49
0.1	0.01	10	50
0.1	0.01	20	1
0.1	0.01	20	2
0.1	0.01	20	3
0.1	0.01	20	4
0.1	0.01	20	5
0.1	0.01	20	6
0.1	0.01	20	7
0.1	0.01	20	8
0.1	0.01	20	9
0.1	0.01	20	10
0.1	0.01	20	11
0.1	0.01	20	12
0.1	0.01	20	13
0.1	0.01	20	14
0.1	0.01	20	15
0.1	0.01	20	16
0.1	0.01	20	17
0.1	0.01	20	18
0.1	0.01	20	19
0.1	0.01	20	20
0.1	0.01	20	21
0.1	0.01	20	22
0.1	0.01	20	23
0.1	0.01	20	24
0.1	0.01	20	25
0.1	0.01	20	26
0.1	0.01	20	27
0.1	0.01	20	28
0.1	0.01	20	29
0.1	0.01	20	30
0.1	0.01	20	31
0.1	0.01	20	32
0.1	0.01	20	33
0.1	0.01	20	34
0.1	0.01	20	35
0.1	0.01	20	36
0.1	0.01	20	37
0.1	0.01	20	38
0.1	0.01	20	39
0.1	0.01	20	40
0.1	0.01	20	41
0.1	0.01	20	42
0.1	0.01	20	43
0.1	0.01	20	44
0.1	0.01	20	45
0.1	0.01	20	46
0.1	0.01	20	47
0.1	0.01	20	48
0.1	0.01	20	49
0.1	0.01	20	50
0.1	0.01	30	1
0.1	0.01	30	2
0.1	0.01	30	3
0.1	0.01	30	4
0.1	0.01	30	5
0.1	0.01	30	6
0.1	0.01	30	7
0.1	0.01	30	8
0.1	0.01	30	9
0.1	0.01	30	10
0.1	0.01	30	11
0.1	0.01	30	12
0.1	0.01	30	13
0.1	0.01	30	14
0.1	0.01	30	15
0.1	0.01	30	16
0.1	0.01	30	17
0.1	0.01	30	18
0.1	0.01	30	19
0.1	0.01	30	20
0.1	0.01	30	21
0.1	0.01	30	22
0.1	0.01	30	23
0.1	0.01	30	24
0.1	0.01	30	25
0.1	0.01	30	26
0.1	0.01	30	27
0.1	0.01	30	28
0.1	0.01	30	29
0.1	0.01	30	30
0.1	0.01	30	31
0.1	0.01	30	32
0.1	0.01	30	33
0.1	0.01	30	34
0.1	0.01	30	35
0.1	0.01	30	36
0.1	0.01	30	37
0.1	0.01	30	38
0.1	0.01	30	39
0.1	0.01	30	40
0.1	0.01	30	41
0.1	0.01	30	42
0.1	0.01	30	43
0.1	0.01	30	44
0.1	0.01	30	45
0.1	0.01	30	46
0.1	0.01	30	47
0.1	0.01	30	48
0.1	0.01	30	49
0.1	0.01	30	50
0.1	0.01	40	1
0.1	0.01	40	2
0.1	0.01	40	3
0.1	0.01	40	4
0.1	0.01	40	5
0.1	0.01	40	6
0.1	0.01	40	7
0.1	0.01	40	8
0.1	0.01	40	9
0.1	0.01	40	10
0.1	0.01	40	11
0.1	0.01	40	12
0.1	0.01	40	13
0.1	0.01	40	14
0.1	0.01	40	15
0.1	0.01	40	16
0.1	0.01	40	17
0.1	0.01	40	18
0.1	0.01	40	19
0.1	0.01	40	20
0.1	0.01	40	21
0.1	0.01	40	22
0.1	0.01	40	23
0.1	0.01	40	24
0.1	0.01	40	25
0.1	0.01	40	26
0.1	0.01	40	27
0.1	0.01	40	28
0.1	0.01	40	29
0.1	0.01	40	30
0.1	0.01	40	31
0.1	0.01	40	32
0.1	0.01	40	33
0.1	0.01	40	34
0.1	0.01	40	35
0.1	0.01	40	36
0.1	0.01	40	37
0.1	0.01	40	38
0.1	0.01	40	39
0.1	0.01	40	40
0.1	0.01	40	41
0.1	0.01	40	42
0.1	0.01	40	43
0.1	0.01	40	44
0.1	0.01	40	45
0.1	0.01	40	46
0.1	0.01	40	47
0.1	0.01	40	48
0.1	0.01	40	49
0.1	0.01	40	50
0.01	0.001	50	1
0.01	0.001	50	2
0.01	0.001	50	3
0.01	0.001	50	4
0.01	0.001	50	5
0.01	0.001	50	6
0.01	0.001	50	7
0.01	0.001	50	8
0.01	0.001	50	9
0.01	0.001	50	10
0.01	0.001	50	11
0.01	0.001	50	12
0.01	0.001	50	13
0.01	0.001	50	14
0.01	0.001	50	15
0.01	0.001	50	16
0.01	0.001	50	17
0.01	0.001	50	18
0.01	0.001	50	19
0.01	0.001	50	20
0.01	0.001	50	21
0.01	0.001	50	22
0.01	0.001	50	23
0.01	0.001	50	24
0.01	0.001	50	25
0.01	0.001	50	26
0.01	0.001	50	27
0.01	0.001	50	28
0.01	0.001	50	29
0.01	0.001	50	30
0.01	0.001	50	31
0.01	0.001	50	32
0.01	0.001	50	33
0.01	0.001	50	34
0.01	0.001	50	35
0.01	0.001	50	36
0.01	0.001	50	37
0.01	0.001	50	38
0.01	0.001	50	39
0.01	0.001	50	40
0.01	0.001	50	41
0.01	0.001	50	42
0.01	0.001	50	43
0.01	0.001	50	44
0.01	0.001	50	45
0.01	0.001	50	46
0.01	0.001	50	47
0.01	0.001	50	48
0.01	0.001	50	49
0.01	0.001	50	50
0.01	0.001	75	1
0.01	0.001	75	2
0.01	0.001	75	3
0.01	0.001	75	4
0.01	0.001	75	5
0.01	0.001	75	6
0.01	0.001	75	7
0.01	0.001	75	8
0.01	0.001	75	9
0.01	0.001	75	10
0.01	0.001	75	11
0.01	0.001	75	12
0.01	0.001	75	13
0.01	0.001	75	14
0.01	0.001	75	15
0.01	0.001	75	16
0.01	0.001	75	17
0.01	0.001	75	18
0.01	0.001	75	19
0.01	0.001	75	20
0.01	0.001	75	21
0.01	0.001	75	22
0.01	0.001	75	23
0.01	0.001	75	24
0.01	0.001	75	25
0.01	0.001	75	26
0.01	0.001	75	27
0.01	0.001	75	28
0.01	0.001	75	29
0.01	0.001	75	30
0.01	0.001	75	31
0.01	0.001	75	32
0.01	0.001	75	33
0.01	0.001	75	34
0.01	0.001	75	35
0.01	0.001	75	36
0.01	0.001	75	37
0.01	0.001	75	38
0.01	0.001	75	39
0.01	0.001	75	40
0.01	0.001	75	41
0.01	0.001	75	42
0.01	0.001	75	43
0.01	0.001	75	44
0.01	0.001	75	45
0.01	0.001	75	46
0.01	0.001	75	47
0.01	0.001	75	48
0.01	0.001	75	49
0.01	0.001	75	50
0.01	0.001	100	1
0.01	0.001	100	2
0.01	0.001	100	3
0.01	0.001	100	4
0.01	0.001	100	5
0.01	0.001	100	6
0.01	0.001	100	7
0.01	0.001	100	8
0.01	0.001	100	9
0.01	0.001	100	10
0.01	0.001	100	11
0.01	0.001	100	12
0.01	0.001	100	13
0.01	0.001	100	14
0.01	0.001	100	15
0.01	0.001	100	16
0.01	0.001	100	17
0.01	0.001	100	18
0.01	0.001	100	19
0.01	0.001	100	20
0.01	0.001	100	21
0.01	0.001	100	22
0.01	0.001	100	23
0.01	0.001	100	24
0.01	0.001	100	25
0.01	0.001	100	26
0.01	0.001	100	27
0.01	0.001	100	28
0.01	0.001	100	29
0.01	0.001	100	30
0.01	0.001	100	31
0.01	0.001	100	32
0.01	0.001	100	33
0.01	0.001	100	34
0.01	0.001	100	35
0.01	0.001	100	36
0.01	0.001	100	37
0.01	0.001	100	38
0.01	0.001	100	39
0.01	0.001	100	40
0.01	0.001	100	41
0.01	0.001	100	42
0.01	0.001	100	43
0.01	0.001	100	44
0.01	0.001	100	45
0.01	0.001	100	46
0.01	0.001	100	47
0.01	0.001	100	48
0.01	0.001	100	49
0.01	0.001	100	50
0.01	0.001	150	1
0.01	0.001	150	2
0.01	0.001	150	3
0.01	0.001	150	4
0.01	0.001	150	5
0.01	0.001	150	6
0.01	0.001	150	7
0.01	0.001	150	8
0.01	0.001	150	9
0.01	0.001	150	10
0.01	0.001	150	11
0.01	0.001	150	12
0.01	0.001	150	13
0.01	0.001	150	14
0.01	0.001	150	15
0.01	0.001	150	16
0.01	0.001	150	17
0.01	0.001	150	18
0.01	0.001	150	19
0.01	0.001	150	20
0.01	0.001	150	21
0.01	0.001	150	22
0.01	0.001	150	23
0.01	0.001	150	24
0.01	0.001	150	25
0.01	0.001	150	26
0.01	0.001	150	27
0.01	0.001	150	28
0.01	0.001	150	29
0.01	0.001	150	30
0.01	0.001	150	31
0.01	0.001	150	32
0.01	0.001	150	33
0.01	0.001	150	34
0.01	0.001	150	35
0.01	0.001	150	36
0.01	0.001	150	37
0.01	0.001	150	38
0.01	0.001	150	39
0.01	0.001	150	40
0.01	0.001	150	41
0.01	0.001	150	42
0.01	0.001	150	43
0.01	0.001	150	44
0.01	0.001	150	45
0.01	0.001	150	46
0.01	0.001	150	47
0.01	0.001	150	48
0.01	0.001	150	49
0.01	0.001	150	50
0.01	0.001	200	1
0.01	0.001	200	2
0.01	0.001	200	3
0.01	0.001	200	4
0.01	0.001	200	5
0.01	0.001	200	6
0.01	0.001	200	7
0.01	0.001	200	8
0.01	0.001	200	9
0.01	0.001	200	10
0.01	0.001	200	11
0.01	0.001	200	12
0.01	0.001	200	13
0.01	0.001	200	14
0.01	0.001	200	15
0.01	0.001	200	16
0.01	0.001	200	17
0.01	0.001	200	18
0.01	0.001	200	19
0.01	0.001	200	20
0.01	0.001	200	21
0.01	0.001	200	22
0.01	0.001	200	23
0.01	0.001	200	24
0.01	0.001	200	25
0.01	0.001	200	26
0.01	0.001	200	27
0.01	0.001	200	28
0.01	0.001	200	29
0.01	0.001	200	30
0.01	0.001	200	31
0.01	0.001	200	32
0.01	0.001	200	33
0.01	0.001	200	34
0.01	0.001	200	35
0.01	0.001	200	36
0.01	0.001	200	37
0.01	0.001	200	38
0.01	0.001	200	39
0.01	0.001	200	40
0.01	0.001	200	41
0.01	0.001	200	42
0.01	0.001	200	43
0.01	0.001	200	44
0.01	0.001	200	45
0.01	0.001	200	46
0.01	0.001	200	47
0.01	0.001	200	48
0.01	0.001	200	49
0.01	0.001	200	50
0.01	0.01	50	1
0.01	0.01	50	2
0.01	0.01	50	3
0.01	0.01	50	4
0.01	0.01	50	5
0.01	0.01	50	6
0.01	0.01	50	7
0.01	0.01	50	8
0.01	0.01	50	9
0.01	0.01	50	10
0.01	0.01	50	11
0.01	0.01	50	12
0.01	0.01	50	13
0.01	0.01	50	14
0.01	0.01	50	15
0.01	0.01	50	16
0.01	0.01	50	17
0.01	0.01	50	18
0.01	0.01	50	19
0.01	0.01	50	20
0.01	0.01	50	21
0.01	0.01	50	22
0.01	0.01	50	23
0.01	0.01	50	24
0.01	0.01	50	25
0.01	0.01	50	26
0.01	0.01	50	27
0.01	0.01	50	28
0.01	0.01	50	29
0.01	0.01	50	30
0.01	0.01	50	31
0.01	0.01	50	32
0.01	0.01	50	33
0.01	0.01	50	34
0.01	0.01	50	35
0.01	0.01	50	36
0.01	0.01	50	37
0.01	0.01	50	38
0.01	0.01	50	39
0.01	0.01	50	40
0.01	0.01	50	41
0.01	0.01	50	42
0.01	0.01	50	43
0.01	0.01	50	44
0.01	0.01	50	45
0.01	0.01	50	46
0.01	0.01	50	47
0.01	0.01	50	48
0.01	0.01	50	49
0.01	0.01	50	50
0.01	0.01	75	1
0.01	0.01	75	2
0.01	0.01	75	3
0.01	0.01	75	4
0.01	0.01	75	5
0.01	0.01	75	6
0.01	0.01	75	7
0.01	0.01	75	8
0.01	0.01	75	9
0.01	0.01	75	10
0.01	0.01	75	11
0.01	0.01	75	12
0.01	0.01	75	13
0.01	0.01	75	14
0.01	0.01	75	15
0.01	0.01	75	16
0.01	0.01	75	17
0.01	0.01	75	18
0.01	0.01	75	19
0.01	0.01	75	20
0.01	0.01	75	21
0.01	0.01	75	22
0.01	0.01	75	23
0.01	0.01	75	24
0.01	0.01	75	25
0.01	0.01	75	26
0.01	0.01	75	27
0.01	0.01	75	28
0.01	0.01	75	29
0.01	0.01	75	30
0.01	0.01	75	31
0.01	0.01	75	32
0.01	0.01	75	33
0.01	0.01	75	34
0.01	0.01	75	35
0.01	0.01	75	36
0.01	0.01	75	37
0.01	0.01	75	38
0.01	0.01	75	39
0.01	0.01	75	40
0.01	0.01	75	41
0.01	0.01	75	42
0.01	0.01	75	43
0.01	0.01	75	44
0.01	0.01	75	45
0.01	0.01	75	46
0.01	0.01	75	47
0.01	0.01	75	48
0.01	0.01	75	49
0.01	0.01	75	50
0.01	0.01	100	1
0.01	0.01	100	2
0.01	0.01	100	3
0.01	0.01	100	4
0.01	0.01	100	5
0.01	0.01	100	6
0.01	0.01	100	7
0.01	0.01	100	8
0.01	0.01	100	9
0.01	0.01	100	10
0.01	0.01	100	11
0.01	0.01	100	12
0.01	0.01	100	13
0.01	0.01	100	14
0.01	0.01	100	15
0.01	0.01	100	16
